date,oil_bbl,gas_mcf,water_bbl
2006-05,674.0,0.0,0.0
2006-06,2537.0,5227.0,0.0
2006-07,3381.0,7047.0,0.0
2006-08,2334.0,5326.0,0.0
2006-09,1911.0,4036.0,0.0
2006-10,1072.0,3513.0,0.0
2006-11,1106.0,2782.0,0.0
2006-12,905.0,4164.0,0.0
2007-01,710.0,1793.0,0.0
2007-02,0.0,0.0,0.0
2007-03,0.0,0.0,0.0
2007-04,0.0,0.0,0.0
2007-05,169.0,15613.0,0.0
2007-06,137.0,7834.0,0.0
2007-07,106.0,10516.0,0.0
2007-08,97.0,28170.0,0.0
2007-09,85.0,19906.0,0.0
2007-10,48.0,13402.0,0.0
2007-11,99.0,1285.0,0.0
2007-12,18.0,338.0,0.0
2008-01,52.0,153.0,0.0
2008-02,78.0,192.0,0.0
2008-03,0.0,156.0,0.0
2008-04,20.0,12345.0,0.0
2008-05,6.0,13241.0,0.0
2008-06,25.0,6113.0,0.0
2008-07,47.0,9440.0,0.0
2008-08,53.0,4338.0,0.0
2008-09,17.0,515.0,0.0
2008-10,20.0,118.0,0.0
2008-11,10.0,831.0,0.0
2008-12,19.0,334.0,0.0
2009-01,140.0,1665.0,0.0
2009-02,108.0,7482.0,0.0
2009-03,98.0,7230.0,0.0
2009-04,18.0,6372.0,0.0
2009-05,75.0,5909.0,0.0
2009-06,48.0,5312.0,0.0
2009-07,27.0,4591.0,0.0
2009-08,29.0,3461.0,0.0
2009-09,50.0,3223.0,0.0
2009-10,21.0,2185.0,0.0
2009-11,4.0,2819.0,0.0
2009-12,16.0,2686.0,0.0
2010-01,13.0,2878.0,0.0
2010-02,12.0,1779.0,0.0
2010-03,20.0,1268.0,0.0
2010-04,6.0,2964.0,0.0
2010-05,5.0,2691.0,0.0
2010-06,14.0,3444.0,0.0
2010-07,0.0,878.0,0.0
2010-08,0.0,0.0,0.0
2010-09,0.0,0.0,0.0
2010-10,0.0,0.0,0.0
2010-11,0.0,0.0,0.0
2010-12,0.0,0.0,0.0
2011-01,18.0,8836.0,0.0
2011-02,0.0,8418.0,0.0
2011-03,7.0,9284.0,0.0
2011-04,3.0,8969.0,0.0
2011-05,0.0,9538.0,0.0
2011-06,0.0,8559.0,0.0
2011-07,0.0,10381.0,0.0
2011-08,0.0,10674.0,0.0
2011-09,23.0,8686.0,0.0
2011-10,5.0,4288.0,0.0
2011-11,7.0,3733.0,0.0
2011-12,7.0,2653.0,0.0
2012-01,13.0,1581.0,0.0
2012-02,13.0,2017.0,0.0
2012-03,5.0,1760.0,0.0
2012-04,0.0,1585.0,0.0
2012-05,12.0,1287.0,0.0
2012-06,18.0,1271.0,0.0
2012-07,10.0,866.0,0.0
2012-08,6.0,695.0,0.0
2012-09,0.0,721.0,0.0
2012-10,44.0,860.0,0.0
2012-11,0.0,800.0,0.0
2012-12,0.0,756.0,0.0
2013-01,2.0,961.0,0.0
2013-02,0.0,883.0,0.0
2013-03,10.0,965.0,0.0
2013-04,7.0,870.0,0.0
2013-05,14.0,907.0,0.0
2013-06,0.0,861.0,0.0
2013-07,0.0,808.0,0.0
2013-08,0.0,608.0,0.0
2013-09,0.0,573.0,0.0
2013-10,0.0,646.0,0.0
2013-11,0.0,986.0,0.0
2013-12,0.0,372.0,0.0
2014-01,0.0,971.0,0.0
2014-02,0.0,1049.0,0.0
2014-03,0.0,1071.0,0.0
2014-04,0.0,309.0,0.0
2014-05,0.0,309.0,0.0
2014-06,0.0,73.0,0.0
2014-07,0.0,126.0,0.0
2014-08,0.0,137.0,0.0
2014-09,0.0,0.0,0.0
2014-10,0.0,0.0,0.0
2014-11,0.0,0.0,0.0
2014-12,1074.0,2529.0,0.0
2015-01,1091.0,2348.0,0.0
2015-02,818.0,1628.0,0.0
2015-03,262.0,1644.0,0.0
2015-04,720.0,1898.0,0.0
2015-05,681.0,1998.0,0.0
2015-06,643.0,2004.0,0.0
2015-07,456.0,1364.0,0.0
2015-08,232.0,633.0,0.0
2015-09,195.0,507.0,0.0
2015-10,230.0,1132.0,0.0
2015-11,162.0,977.0,0.0
2015-12,265.0,1530.0,0.0
2016-01,98.0,229.0,0.0
2016-02,0.0,272.0,0.0
2016-03,31.0,360.0,0.0
2016-04,241.0,575.0,0.0
2016-05,225.0,475.0,0.0
2016-06,280.0,456.0,0.0
2016-07,209.0,401.0,0.0
2016-08,361.0,787.0,0.0
2016-09,180.0,245.0,0.0
2016-10,213.0,330.0,0.0
2016-11,122.0,253.0,0.0
2016-12,119.0,250.0,0.0
2017-01,255.0,355.0,0.0
2017-02,129.0,153.0,0.0
2017-03,118.0,88.0,0.0
2017-04,199.0,526.0,0.0
2017-05,159.0,132.0,0.0
2017-06,159.0,159.0,0.0
2017-07,18.0,149.0,0.0
2017-08,180.0,400.0,0.0
2017-09,156.0,400.0,0.0
2017-10,174.0,680.0,0.0
2017-11,202.0,389.0,0.0
2017-12,224.0,460.0,0.0
2018-01,244.0,445.0,0.0
2018-02,103.0,57.0,0.0
2018-03,279.0,714.0,0.0
2018-04,302.0,711.0,0.0
2018-05,176.0,495.0,0.0
2018-06,604.0,1818.0,0.0
2018-07,392.0,1835.0,0.0
2018-08,359.0,1483.0,0.0
2018-09,458.0,3043.0,0.0
2018-10,273.0,741.0,0.0
2018-11,378.0,1036.0,0.0
2018-12,344.0,878.0,0.0
2019-01,268.0,811.0,0.0
2019-02,244.0,237.0,0.0
2019-03,203.0,182.0,0.0
2019-04,179.0,72.0,0.0
2019-05,146.0,37.0,0.0
2019-06,191.0,22.0,0.0
2019-07,258.0,37.0,0.0
2019-08,268.0,45.0,0.0
2019-09,229.0,116.0,0.0
2019-10,300.0,858.0,0.0
2019-11,326.0,1210.0,0.0
2019-12,290.0,25.0,0.0
2020-01,290.0,409.0,0.0
2020-02,5796.0,9639.0,0.0
2020-03,1616.0,2701.0,0.0
2020-04,511.0,815.0,0.0
2020-05,341.0,383.0,0.0
2020-06,123.0,128.0,0.0
2020-07,581.0,97.0,0.0
2020-08,531.0,358.0,0.0
2020-09,121.0,30.0,0.0
2020-10,399.0,95.0,0.0
2020-11,150.0,36.0,0.0
2020-12,372.0,97.0,0.0
2021-01,580.0,72.0,0.0
2021-02,297.0,72.0,0.0
2021-03,1256.0,3007.0,0.0
2021-04,1145.0,4505.0,0.0
2021-05,1038.0,4649.0,0.0
2021-06,760.0,3135.0,0.0
2021-07,446.0,2835.0,0.0
2021-08,148.0,2634.0,0.0
2021-09,291.0,1444.0,0.0
2021-10,238.0,1273.0,0.0
2021-11,250.0,1451.0,0.0
2021-12,251.0,1451.0,0.0
2022-01,184.0,1163.0,0.0
2022-02,231.0,1119.0,0.0
2022-03,564.0,787.0,0.0
2022-04,260.0,1601.0,0.0
2022-05,395.0,2593.0,0.0
2022-06,646.0,5051.0,0.0
2022-07,602.0,5813.0,0.0
2022-08,539.0,5013.0,0.0
2022-09,409.0,4682.0,0.0
2022-10,464.0,5139.0,0.0
2022-11,0.0,0.0,0.0
2022-12,504.0,4371.0,0.0
2023-01,254.0,3512.0,0.0
2023-02,248.0,2873.0,0.0
2023-03,405.0,4721.0,0.0
2023-04,365.0,4617.0,0.0
2023-05,318.0,4298.0,0.0
2023-06,65.0,1391.0,0.0
2023-07,308.0,4767.0,0.0
2023-08,493.0,4923.0,0.0
2023-09,311.0,5538.0,0.0
2023-10,422.0,4963.0,0.0
2023-11,346.0,4707.0,0.0
2023-12,243.0,4169.0,0.0
2024-01,307.0,4297.0,0.0
2024-02,283.0,4512.0,0.0
2024-03,359.0,4506.0,0.0
2024-04,209.0,3457.0,0.0
2024-05,229.0,3781.0,0.0
2024-06,284.0,3671.0,0.0
2024-07,204.0,3427.0,0.0
2024-08,203.0,3215.0,0.0
2024-09,208.0,3169.0,0.0
2024-10,135.0,3316.0,0.0
2024-11,188.0,3126.0,0.0
2024-12,188.0,3087.0,0.0
2025-01,0.0,0.0,0.0
2025-02,0.0,0.0,0.0
2025-03,0.0,0.0,0.0
2025-04,0.0,0.0,0.0
2025-05,0.0,0.0,0.0
2025-06,0.0,0.0,0.0
2025-07,0.0,0.0,0.0
2025-08,0.0,0.0,0.0
2025-09,0.0,0.0,0.0
2025-10,86.0,4152.0,0.0
2025-11,138.0,4019.0,0.0
2025-12,0.0,0.0,0.0
2026-01,0.0,0.0,0.0
2026-02,0.0,0.0,0.0
