date,oil_bbl,gas_mcf,water_bbl
2023-01,182.0,1407.0,24140.0
2023-02,6949.0,36926.0,132405.0
2023-03,19693.0,84114.0,146204.0
2023-04,14099.0,69071.0,101348.0
2023-05,14432.0,74566.0,97153.0
2023-06,9375.0,58314.0,68432.0
2023-07,2594.0,31097.0,76221.0
2023-08,3924.0,33958.0,87617.0
2023-09,5966.0,43826.0,68188.0
2023-10,2918.0,20729.0,34398.0
2023-11,7412.0,47670.0,63099.0
2023-12,8333.0,55946.0,59576.0
2024-01,6332.0,37118.0,44312.0
2024-02,1720.0,11769.0,21404.0
2024-03,2696.0,19674.0,88805.0
2024-04,4844.0,31737.0,62609.0
2024-05,5974.0,42970.0,52923.0
2024-06,5743.0,45926.0,47866.0
2024-07,5575.0,48982.0,47688.0
2024-08,4805.0,44718.0,40877.0
2024-09,4209.0,39851.0,35776.0
2024-10,3917.0,49516.0,35576.0
2024-11,984.0,12598.0,8154.0
2024-12,3105.0,28224.0,28949.0
2025-01,3664.0,38464.0,31591.0
2025-02,3152.0,34902.0,24369.0
2025-03,3092.0,35709.0,23601.0
2025-04,2864.0,33443.0,18434.0
2025-05,2416.0,30011.0,19353.0
2025-06,2623.0,32487.0,20176.0
2025-07,2510.0,34642.0,20750.0
2025-08,1990.0,24903.0,13971.0
2025-09,2169.0,31249.0,18538.0
2025-10,2242.0,30819.0,18652.0
2025-11,1913.0,25444.0,16636.0
2025-12,1929.0,24988.0,16098.0
