date,oil_bbl,gas_mcf,water_bbl
1993-01,1245.0,1118.0,0.0
1993-02,853.0,895.0,0.0
1993-03,0.0,0.0,0.0
1993-04,0.0,0.0,0.0
1993-05,0.0,0.0,0.0
1993-06,0.0,0.0,0.0
1993-07,0.0,0.0,0.0
1993-08,0.0,0.0,0.0
1993-09,0.0,0.0,0.0
1993-10,0.0,0.0,0.0
1993-11,0.0,0.0,0.0
1993-12,0.0,0.0,0.0
1994-01,0.0,0.0,0.0
1994-02,0.0,0.0,0.0
1994-03,0.0,0.0,0.0
1994-04,0.0,0.0,0.0
1994-05,0.0,0.0,0.0
1994-06,0.0,0.0,0.0
1994-07,0.0,0.0,0.0
1994-08,0.0,0.0,0.0
1994-09,0.0,0.0,0.0
1994-10,0.0,0.0,0.0
1994-11,0.0,0.0,0.0
1994-12,0.0,0.0,0.0
1995-01,1923.0,1365.0,0.0
1995-02,1683.0,1301.0,0.0
1995-03,1809.0,1265.0,0.0
1995-04,1842.0,1565.0,0.0
1995-05,1866.0,1518.0,0.0
1995-06,1878.0,1617.0,0.0
1995-07,1875.0,1690.0,0.0
1995-08,2348.0,2039.0,0.0
1995-09,1894.0,1684.0,0.0
1995-10,0.0,0.0,0.0
1995-11,0.0,0.0,0.0
1995-12,0.0,0.0,0.0
1996-01,1959.0,1723.0,0.0
1996-02,1774.0,1522.0,0.0
1996-03,1568.0,1417.0,0.0
1996-04,1900.0,1953.0,0.0
1996-05,1926.0,1923.0,0.0
1996-06,1676.0,1857.0,0.0
1996-07,1055.0,1168.0,0.0
1996-08,2659.0,2646.0,0.0
1996-09,1966.0,2182.0,0.0
1996-10,2347.0,2806.0,0.0
1996-11,1828.0,1696.0,0.0
1996-12,1079.0,1169.0,0.0
1997-01,1277.0,1518.0,0.0
1997-02,1787.0,2002.0,0.0
1997-03,1896.0,2241.0,0.0
1997-04,1826.0,2273.0,0.0
1997-05,1683.0,1880.0,0.0
1997-06,1614.0,1780.0,0.0
1997-07,1521.0,1725.0,0.0
1997-08,1588.0,2408.0,0.0
1997-09,1444.0,2051.0,0.0
1997-10,1640.0,2184.0,0.0
1997-11,1536.0,2274.0,0.0
1997-12,1564.0,1980.0,0.0
1998-01,1548.0,2444.0,0.0
1998-02,1420.0,2388.0,0.0
1998-03,1536.0,2317.0,0.0
1998-04,1214.0,2271.0,0.0
1998-05,2167.0,3843.0,0.0
1998-06,1748.0,3155.0,0.0
1998-07,1524.0,3560.0,0.0
1998-08,1750.0,3101.0,0.0
1998-09,1381.0,2205.0,0.0
1998-10,1515.0,2383.0,0.0
1998-11,1682.0,2435.0,0.0
1998-12,1589.0,2140.0,0.0
1999-01,1535.0,2701.0,0.0
1999-02,1341.0,1984.0,0.0
1999-03,1526.0,2202.0,0.0
1999-04,1407.0,2467.0,0.0
1999-05,1425.0,2492.0,0.0
1999-06,1313.0,2215.0,0.0
1999-07,1357.0,2258.0,0.0
1999-08,1344.0,2136.0,0.0
1999-09,1246.0,2200.0,0.0
1999-10,1333.0,301.0,0.0
1999-11,1234.0,281.0,0.0
1999-12,1308.0,280.0,0.0
2000-01,1272.0,281.0,0.0
2000-02,1178.0,264.0,0.0
2000-03,1271.0,291.0,0.0
2000-04,1186.0,290.0,0.0
2000-05,1211.0,308.0,0.0
2000-06,1125.0,298.0,0.0
2000-07,1221.0,325.0,0.0
2000-08,1223.0,327.0,0.0
2000-09,1165.0,295.0,0.0
2000-10,1162.0,213.0,0.0
2000-11,1448.0,195.0,0.0
2000-12,942.0,257.0,0.0
2001-01,1136.0,258.0,0.0
2001-02,1085.0,189.0,0.0
2001-03,1131.0,286.0,0.0
2001-04,1079.0,403.0,0.0
2001-05,1108.0,380.0,0.0
2001-06,1048.0,353.0,0.0
2001-07,1075.0,335.0,0.0
2001-08,1033.0,356.0,0.0
2001-09,1073.0,350.0,0.0
2001-10,1050.0,320.0,0.0
2001-11,1028.0,253.0,0.0
2001-12,1097.0,257.0,0.0
2002-01,1132.0,292.0,0.0
2002-02,924.0,260.0,0.0
2002-03,1020.0,289.0,0.0
2002-04,754.0,273.0,0.0
2002-05,720.0,304.0,0.0
2002-06,927.0,304.0,0.0
2002-07,777.0,310.0,0.0
2002-08,1081.0,305.0,0.0
2002-09,998.0,327.0,0.0
2002-10,1036.0,310.0,0.0
2002-11,973.0,266.0,0.0
2002-12,485.0,330.0,0.0
2003-01,529.0,356.0,0.0
2003-02,611.0,221.0,0.0
2003-03,583.0,330.0,0.0
2003-04,88.0,311.0,0.0
2003-05,1414.0,315.0,0.0
2003-06,1483.0,381.0,0.0
2003-07,1142.0,293.0,0.0
2003-08,1157.0,360.0,0.0
2003-09,1010.0,336.0,0.0
2003-10,1007.0,358.0,0.0
2003-11,937.0,342.0,0.0
2003-12,968.0,313.0,0.0
2004-01,996.0,10.0,0.0
2004-02,637.0,702.0,0.0
2004-03,1041.0,1044.0,0.0
2004-04,978.0,1060.0,0.0
2004-05,979.0,1045.0,0.0
2004-06,805.0,1270.0,0.0
2004-07,907.0,1312.0,0.0
2004-08,567.0,1000.0,0.0
2004-09,779.0,1023.0,0.0
2004-10,561.0,1270.0,0.0
2004-11,497.0,1222.0,0.0
2004-12,721.0,1108.0,0.0
2005-01,881.0,2113.0,0.0
2005-02,841.0,1079.0,0.0
2005-03,921.0,1283.0,0.0
2005-04,790.0,1272.0,0.0
2005-05,817.0,1582.0,0.0
2005-06,871.0,1598.0,0.0
2005-07,739.0,1670.0,0.0
2005-08,681.0,1368.0,0.0
2005-09,830.0,1437.0,0.0
2005-10,814.0,1182.0,0.0
2005-11,736.0,1108.0,0.0
2005-12,844.0,1139.0,0.0
2006-01,557.0,1139.0,0.0
2006-02,428.0,564.0,0.0
2006-03,572.0,738.0,0.0
2006-04,485.0,1040.0,0.0
2006-05,0.0,0.0,0.0
2006-06,310.0,243.0,0.0
2006-07,289.0,1035.0,0.0
2006-08,466.0,1033.0,0.0
2006-09,305.0,546.0,0.0
2006-10,9.0,58.0,0.0
2006-11,466.0,521.0,0.0
2006-12,421.0,884.0,0.0
2007-01,285.0,384.0,0.0
2007-02,556.0,1024.0,0.0
2007-03,596.0,1128.0,0.0
2007-04,562.0,1078.0,0.0
2007-05,504.0,921.0,0.0
2007-06,502.0,814.0,0.0
2007-07,876.0,917.0,0.0
2007-08,649.0,933.0,0.0
2007-09,817.0,986.0,0.0
2007-10,609.0,788.0,0.0
2007-11,655.0,796.0,0.0
2007-12,1119.0,1152.0,0.0
2008-01,1004.0,1659.0,0.0
2008-02,699.0,258.0,0.0
2008-03,777.0,138.0,0.0
2008-04,654.0,65.0,0.0
2008-05,620.0,123.0,0.0
2008-06,640.0,583.0,0.0
2008-07,733.0,824.0,0.0
2008-08,431.0,997.0,0.0
2008-09,661.0,759.0,0.0
2008-10,469.0,546.0,0.0
2008-11,463.0,505.0,0.0
2008-12,475.0,1588.0,0.0
2009-01,551.0,399.0,0.0
2009-02,528.0,541.0,0.0
2009-03,554.0,833.0,0.0
2009-04,504.0,778.0,0.0
2009-05,824.0,969.0,0.0
2009-06,673.0,874.0,0.0
2009-07,667.0,670.0,0.0
2009-08,669.0,931.0,0.0
2009-09,588.0,870.0,0.0
2009-10,522.0,732.0,0.0
2009-11,694.0,867.0,0.0
2009-12,641.0,642.0,0.0
2010-01,603.0,383.0,0.0
2010-02,478.0,414.0,0.0
2010-03,550.0,653.0,0.0
2010-04,505.0,468.0,0.0
2010-05,564.0,543.0,0.0
2010-06,403.0,402.0,0.0
2010-07,626.0,656.0,0.0
2010-08,770.0,641.0,0.0
2010-09,704.0,451.0,0.0
2010-10,667.0,512.0,0.0
2010-11,683.0,485.0,0.0
2010-12,658.0,422.0,0.0
2011-01,773.0,436.0,0.0
2011-02,554.0,209.0,0.0
2011-03,735.0,706.0,0.0
2011-04,809.0,541.0,0.0
2011-05,683.0,256.0,0.0
2011-06,322.0,210.0,0.0
2011-07,675.0,583.0,0.0
2011-08,619.0,579.0,0.0
2011-09,424.0,323.0,0.0
2011-10,470.0,642.0,0.0
2011-11,794.0,574.0,0.0
2011-12,729.0,471.0,0.0
2012-01,761.0,585.0,0.0
2012-02,703.0,585.0,0.0
2012-03,703.0,794.0,0.0
2012-04,1052.0,1366.0,0.0
2012-05,844.0,306.0,0.0
2012-06,587.0,286.0,0.0
2012-07,731.0,1027.0,0.0
2012-08,720.0,1436.0,0.0
2012-09,760.0,2028.0,0.0
2012-10,833.0,1469.0,0.0
2012-11,808.0,1390.0,0.0
2012-12,841.0,1047.0,0.0
2013-01,753.0,1018.0,0.0
