date,oil_bbl,gas_mcf,water_bbl
2023-01,7146.0,6785.0,67254.0
2023-02,11269.0,14491.0,47799.0
2023-03,17815.0,22028.0,45719.0
2023-04,19045.0,18366.0,36561.0
2023-05,19721.0,24425.0,39725.0
2023-06,15900.0,19254.0,28407.0
2023-07,15819.0,18543.0,26740.0
2023-08,14285.0,15943.0,21814.0
2023-09,12713.0,15930.0,20580.0
2023-10,11504.0,14173.0,19361.0
2023-11,11564.0,13962.0,17885.0
2023-12,11374.0,14259.0,18433.0
2024-01,12719.0,17103.0,18501.0
2024-02,11329.0,16009.0,17307.0
2024-03,12833.0,20769.0,18892.0
2024-04,10324.0,17943.0,16901.0
2024-05,9697.0,18006.0,16218.0
2024-06,9364.0,17504.0,15420.0
2024-07,9067.0,17028.0,14764.0
2024-08,7622.0,14683.0,13682.0
2024-09,8218.0,17621.0,13570.0
2024-10,8143.0,23081.0,14264.0
2024-11,7320.0,20941.0,12294.0
2024-12,7044.0,20820.0,11906.0
2025-01,6673.0,22398.0,11312.0
2025-02,1667.0,4803.0,2826.0
2025-03,3953.0,19023.0,10428.0
2025-04,5437.0,18685.0,10354.0
2025-05,5208.0,19935.0,10234.0
2025-06,4772.0,19375.0,9178.0
2025-07,4867.0,20914.0,9054.0
2025-08,4483.0,20177.0,9002.0
2025-09,4156.0,19117.0,8311.0
2025-10,3996.0,19639.0,8227.0
2025-11,3615.0,17485.0,7904.0
2025-12,3564.0,17418.0,8192.0
