date,oil_bbl,gas_mcf,water_bbl
2014-01,0.0,0.0,0.0
2014-02,0.0,0.0,0.0
2014-03,0.0,0.0,0.0
2014-04,0.0,0.0,0.0
2014-05,2242.0,0.0,0.0
2014-06,2981.0,0.0,0.0
2014-07,2710.0,0.0,0.0
2014-08,2606.0,0.0,0.0
2014-09,2025.0,0.0,0.0
2014-10,1754.0,0.0,0.0
2014-11,1480.0,0.0,0.0
2014-12,1479.0,0.0,0.0
2015-01,1358.0,0.0,0.0
2015-02,1156.0,0.0,0.0
2015-03,1126.0,0.0,0.0
2015-04,1105.0,0.0,0.0
2015-05,1063.0,0.0,0.0
2015-06,1026.0,0.0,0.0
2015-07,1087.0,0.0,0.0
2015-08,869.0,0.0,0.0
2015-09,867.0,0.0,0.0
2015-10,903.0,0.0,0.0
2015-11,792.0,0.0,0.0
2015-12,739.0,0.0,0.0
2016-01,703.0,0.0,0.0
2016-02,820.0,0.0,0.0
2016-03,762.0,0.0,0.0
2016-04,654.0,0.0,0.0
2016-05,706.0,0.0,0.0
2016-06,636.0,0.0,0.0
2016-07,599.0,0.0,0.0
2016-08,691.0,0.0,0.0
2016-09,681.0,0.0,0.0
2016-10,513.0,0.0,0.0
2016-11,501.0,0.0,0.0
2016-12,601.0,0.0,0.0
2017-01,627.0,0.0,0.0
2017-02,516.0,0.0,0.0
2017-03,606.0,0.0,0.0
2017-04,563.0,0.0,0.0
2017-05,478.0,0.0,0.0
2017-06,488.0,0.0,0.0
2017-07,457.0,0.0,0.0
2017-08,434.0,0.0,0.0
2017-09,429.0,0.0,0.0
2017-10,485.0,0.0,0.0
2017-11,539.0,0.0,0.0
2017-12,658.0,0.0,0.0
2018-01,443.0,0.0,0.0
2018-02,313.0,0.0,0.0
2018-03,442.0,0.0,0.0
2018-04,378.0,0.0,0.0
2018-05,466.0,0.0,0.0
2018-06,420.0,0.0,0.0
2018-07,394.0,0.0,0.0
2018-08,349.0,0.0,0.0
2018-09,336.0,0.0,0.0
2018-10,538.0,0.0,0.0
2018-11,395.0,0.0,0.0
2018-12,463.0,0.0,0.0
2019-01,453.0,0.0,0.0
2019-02,277.0,0.0,0.0
2019-03,408.0,0.0,0.0
2019-04,351.0,0.0,0.0
2019-05,331.0,0.0,0.0
2019-06,386.0,0.0,0.0
2019-07,344.0,0.0,0.0
2019-08,477.0,0.0,0.0
2019-09,327.0,0.0,0.0
2019-10,374.0,0.0,0.0
2019-11,335.0,0.0,0.0
2019-12,345.0,0.0,0.0
2020-01,347.0,0.0,0.0
2020-02,350.0,0.0,0.0
2020-03,348.0,0.0,0.0
2020-04,365.0,0.0,0.0
2020-05,280.0,0.0,0.0
2020-06,297.0,0.0,0.0
2020-07,367.0,0.0,0.0
2020-08,339.0,0.0,0.0
2020-09,347.0,0.0,0.0
2020-10,302.0,0.0,0.0
2020-11,354.0,0.0,0.0
2020-12,317.0,0.0,0.0
2021-01,359.0,0.0,0.0
2021-02,301.0,0.0,0.0
2021-03,131.0,0.0,0.0
2021-04,425.0,0.0,0.0
2021-05,367.0,0.0,0.0
2021-06,304.0,0.0,0.0
2021-07,309.0,0.0,0.0
2021-08,284.0,0.0,0.0
2021-09,311.0,0.0,0.0
2021-10,297.0,0.0,0.0
2021-11,285.0,0.0,0.0
2021-12,286.0,0.0,0.0
2022-01,298.0,0.0,0.0
2022-02,256.0,0.0,0.0
2022-03,281.0,0.0,0.0
2022-04,287.0,0.0,0.0
2022-05,294.0,0.0,0.0
2022-06,275.0,0.0,0.0
2022-07,252.0,0.0,0.0
2022-08,268.0,0.0,0.0
2022-09,303.0,0.0,0.0
2022-10,274.0,0.0,0.0
2022-11,260.0,0.0,0.0
2022-12,255.0,0.0,0.0
2023-01,245.0,0.0,0.0
2023-02,264.0,0.0,0.0
2023-03,247.0,0.0,0.0
2023-04,235.0,0.0,0.0
2023-05,137.0,0.0,0.0
2023-06,374.0,0.0,0.0
2023-07,239.0,0.0,0.0
2023-08,245.0,0.0,0.0
2023-09,232.0,0.0,0.0
2023-10,230.0,0.0,0.0
2023-11,247.0,0.0,0.0
2023-12,198.0,0.0,0.0
2024-01,234.0,0.0,0.0
2024-02,222.0,0.0,0.0
2024-03,247.0,0.0,0.0
2024-04,190.0,0.0,0.0
2024-05,249.0,0.0,0.0
2024-06,243.0,0.0,0.0
2024-07,235.0,0.0,0.0
2024-08,235.0,0.0,0.0
2024-09,223.0,0.0,0.0
2024-10,211.0,0.0,0.0
2024-11,235.0,0.0,0.0
2024-12,169.0,0.0,0.0
2025-01,290.0,0.0,0.0
2025-02,211.0,0.0,0.0
2025-03,233.0,0.0,0.0
2025-04,216.0,0.0,0.0
2025-05,201.0,0.0,0.0
2025-06,390.0,0.0,0.0
2025-07,216.0,0.0,0.0
2025-08,220.0,0.0,0.0
2025-09,217.0,0.0,0.0
2025-10,206.0,0.0,0.0
2025-11,214.0,0.0,0.0
2025-12,0.0,0.0,0.0
2026-01,0.0,0.0,0.0
2026-02,0.0,0.0,0.0
